,거래 방식,지역,매물 종류,가격대,면적,특징
828,매매,강남구 영동한양1차 2동 저/12,아파트,270000,90/63,"조합원승계안됨,상태좋음"
829,매매,강남구 선릉LG에클라트(A동) A동 6/6,아파트,35000,45/36,입주가능 갭투자가능 선릉역인근
830,매매,강남구 우성8차 801동 7/9,아파트,250000,98/79,구룡역 초역세권 올수리 안전진단통과
831,매매,강남구 극동스타클래스 1동 19/20,아파트,300000,222/174,양재초역세권 럭셔리팬트하우스 넓은 테라스 
832,매매,강남구 대림아크로빌 A동 저/46,아파트,300000,223/172,72 방4욕2 컨디션 최상 실입주 갭투가능합니다
833,매매,강남구 대림아크로빌 A동 저/46,아파트,300000,223/172,72 남서향의 풍부한 채광 튼튼한 골조 널찍한 전용주차공간 최상급매물입니
834,매매,강남구 개포래미안포레스트 107동 중/14,아파트,220000,86/59,"26,구룡초,귀한매물,판상형,추천매물,호텔식커뮤니티"
835,매매,강남구 세종빌라트 1동 1/7,아파트,130000,139/122,주인거주.거실화장실 올수리.깨끗.방1개 방음설치 되어있음.조정가
836,매매,강남구 논현아트빌 1동 4/6,아파트,105000,95/84,-
837,매매,강남구 도곡한신 2동 9/15,아파트,230000,101/84,31 로얄동 로얄층 확장형 채광 우수 내부 깔끔 정상 협의 입주
838,매매,강남구 그라나다 1동 6/7,아파트,127000,60/47,토지거래허가구역 강추매물 대로변이면
839,매매,강남구 디에이치아너힐즈 304동 중/18,아파트,229000,83/59,25 로얄동 확트인 조망 갭투
840,매매,강남구 논현힐스빌6차 1동 1/4,아파트,300000,231/207,"실매물, 실입주가능, 내부 수리 세대, 남향, 정원세대, 주차편리"
841,매매,강남구 대명벨리온(도시형) 1동 3/7,아파트,26000,36/23,역삼역 도보5분 내외부 모두 관리잘된 소형 아파트 매매
842,매매,강남구 한솔마을 102동 3/5,아파트,230000,110/84,올수리 전망우수 조용한동 층 세안고매매합니다
843,매매,강남구 삼성사원 2동 3/5,아파트,220000,103/84,삼성사원 아파트 실거주 매매
844,매매,강남구 수서한아름 105동 3/15,아파트,215000,120/97,조용하고 앞뒤 조망 분위기 좋습니다
845,매매,강남구 동현 5동 7/14,아파트,229000,102/84,매도인 직접 의뢰 물건 입니다. 급매물 입니다.
846,매매,강남구 청담삼성1차 101동 5/19,아파트,165000,79/59,특올수리후 첫입주
847,매매,강남구 마일스디오빌 1동 14/15,아파트,42000,47/36,"고층 멋진 북한산 뷰, 학동역 초 역세권"
848,매매,강남구 목련타운 103동 14/15,아파트,300000,158/134,-
849,매매,강남구 논현신동아파밀리에 101동 3/13,아파트,95000,52/35,-
850,매매,강남구 세곡푸르지오 207동 중/15,아파트,180000,100/74,로얄층 귀한평형대입니다 전세안고매매
851,매매,강남구 역삼IPARK 201동 8/18,아파트,85000,36/28,입주가능.확장.내부상태좋음.거실분리형.전망좋은로얄층
852,매매,강남구 동현 6동 7/14,아파트,229000,102/84,"재건축단지, 입주및투자도 가능."
853,매매,강남구 세곡푸르지오 216동 1/15,아파트,180000,113/84,-
854,매매,강남구 선릉LG에클라트(A동) A동 5/6,아파트,35000,45/36,직접 입주가능한 급매물
855,매매,강남구 개포한신 4동 1/9,아파트,220000,73/52,23 사업시행인가준비 속도빠른 강남역세권재건축
856,매매,강남구 강남신동아파밀리에1단지 103동 12/12,아파트,153000,86/59,입주가능 확장형 깔끔한 컨디션 인릉산을 바라보는 뷰
857,매매,강남구 청담삼성1차 101동 15/19,아파트,190000,108/84,막힘없는청담공원뷰  빠른입주협의가능
858,매매,강남구 역삼래미안 107동 10/21,아파트,276000,109/80,-
859,매매,강남구 수서1-2단지 121동 10/15,아파트,115000,58/39,입주가능   귀한매물
860,매매,강남구 한양수자인어반게이트(도시형) 1동 저/9,아파트,22000,23/16,언주역역세권 수익률4프로
861,매매,강남구 신성 101동 저/10,아파트,170000,72/59,"전세안고 매매수리됨,초역세권,주변환경 최상,귀한 매물임"
862,매매,강남구 더샵그린 1동 중/10,아파트,190000,214/197,65 실입주 갭투자 모두 가능 룸6 대형 주차3대가능
863,매매,강남구 LH강남브리즈힐 409동 저/15,아파트,155000,117/84,숲세권 산조망 밝은집 입주가능
864,매매,"강남구 래미안삼성1차(301,302,303동) 301동 고/11",아파트,300000,138/114,"주인직접, 삼성동GBC개발수혜단지"
865,매매,강남구 도곡현대힐스테이트 103동 고/7,아파트,260000,156/145,매봉역 고급빌라. 40년신우에게 맡겨주십시오.
866,매매,강남구 래미안개포루체하임 112동 중/23,아파트,230000,87/59,"26,루체앞부동산,급매,입주가능,갭투가능,밝고환한집,집상태최상,추천"
867,매매,강남구 삼성중앙하이츠빌리지 104동 저/22,아파트,200000,83/59,입주매물 급매매
868,매매,강남구 삼성힐스테이트1단지 117동 고/22,아파트,127000,47/31,"확장형, 원룸 분리형, 주차 넉넉하고 편리, 내부 컨디션"
869,매매,강남구 현대썬앤빌테헤란(도시형) 1동 중/7,아파트,72000,66/40,"신축급, 테헤란로 인근, 삼성동 인근 출퇴근 편리, 방2화장실 "
870,매매,강남구 삼성 105동 고/15,아파트,210000,104/84,",입주가능,귀한매물,올수리,로열동,로열층,수서근린공원조망확보"
871,매매,강남구 금광아크존 1동 고/7,아파트,145000,86/58,26 남향 내부상태좋음 입주가능한 물건
872,매매,강남구 대명벨리온(도시형) 1동 저/7,아파트,20000,27/17,입주가능 합니다. 전월세 끼고 투자가능
873,매매,강남구 거평 1동 중/7,아파트,250000,233/209,고급빌라.대형평수.거평빌라.5룸
874,매매,강남구 상지리츠빌5차 B동 중/9,아파트,300000,162/152,"실입주가능, 올리모델링, 남향으로 채광 전망굿"
875,매매,강남구 라테라스청담(도시형) 1동 고/9,아파트,76000,56/40,신축급 도시형 생활주택 라테라스청담 급매
876,매매,강남구 LH강남힐스테이트 504동 중/8,아파트,110000,73/51,2룸 양측거실창 개방감  넓은거실
877,매매,강남구 역삼자이 102동 중/31,아파트,300000,113/84,실매물 확장 시스템에어컨설치 입주가능해요
878,매매,강남구 더블루 1동 고/10,아파트,105000,77/58,"로얄층,테라스보유호수,반듯한 타입, 뷰좋고 내부컨디션 좋습니다."
879,매매,강남구 래미안라클래시 107동 고/28,아파트,260000,84/59,"25,귀한매물,로얄동층,청담초역세권"
880,매매,강남구 역삼이안애 B동 중/5,아파트,130000,97/84,-
881,매매,강남구 테헤란로대우아이빌 1동 중/26,아파트,88000,79/59,"귀한 2룸 매매, 내부 컨디션 깔끔, 확장형."
882,매매,강남구 세종빌라트 1동 고/7,아파트,200000,144/126,-
883,매매,강남구 아크로힐스논현 102동 중/30,아파트,255000,109/84,"입주 및 갭투자 가능,내부컨디션 최상,전망 최상,입주협의,실매물"
884,매매,강남구 청담스위트(도시형) 1동 7/9,아파트,25000,20/13,"고층,남향,갭투자"
885,매매,강남구 삼성풍림2차 1동 저/12,아파트,170000,81/59,특급 올수리 내부상태 최상 입주협의 투자가치 굿
886,매매,강남구 쌍용플래티넘밸류 101동 14/15,아파트,270000,146/116,강남역역세권 로얄층 조망 채광굿 
887,매매,강남구 현대타워 101동 고/27,아파트,270000,187/149,특올수리 완료로 내부컨디션 최고수준 고층전망뷰 넓은 평수 테헤란로 대형평
888,매매,강남구 라테라스청담(도시형) 1동 7/9,아파트,36000,30/21,"초역세권,갭투자물건입니다"
889,매매,강남구 대치풍림아이원2차 201동 고/7,아파트,250000,170/156,집주인의뢰 방4욕2 올수리 확장형 전망트임
890,매매,강남구 논현한진로즈힐 101동 고/9,아파트,200000,132/103,40. 최소 갭투. 안방 사이즈 2개. 간섭없는 전망 좋은 세대
891,매매,강남구 라테라스청담(도시형) 1동 8/9,아파트,34500,27/18,"신축급 원룸 ,갭투자가능,청담역세권"
892,매매,강남구 래미안블레스티지 222동 중/21,아파트,225000,80/59,24 세안고 매매 개일초 정원뷰
893,매매,강남구 극동스타클래스 1동 저/20,아파트,200000,142/112,"43, 실입주 가능, 양재역 초역세권, 특올수리 "
894,매매,강남구 한양수자인어반게이트(도시형) 1동 4/9,아파트,22000,23/16,언주역 초역세권 원룸형 아파트 매매. 채광좋은 남향
895,매매,강남구 강남데시앙포레 108동 4/12,아파트,185000,117/84,-
896,매매,강남구 휴먼터치빌 1동 15/18,아파트,30000,37/25,"실매물, 실입주가능, 전망 우수, 내부상태깨끗, 주처편리, 초역세권"
897,매매,강남구 두영 1동 저/6,아파트,110000,95/82,"가성비높은 갭투자매물, 학동역인접 교통우수, 내부상태 깨끗, 실입주가능 "
898,매매,강남구 대림아크로빌 A동 고/46,아파트,280000,169/130,54 귀한매물 반듯한구조 입주협의 가능합니다.
899,매매,강남구 신동아 706동 고/15,아파트,140000,55/39,"수서 초역세권, 개발호재다양, 갭투 추천, 내부 수리되어 깔끔"
900,매매,강남구 매봉 101동 저/22,아파트,190000,100/84,38매매.올수리.실입주가능.
901,매매,강남구 청담자이 102동 저/35,아파트,230000,71/50,"로얄층, 한강뷰, 인기구조, 내부깨끗"
902,매매,강남구 한양수자인어반게이트(도시형) 1동 중/9,아파트,22000,23/16,언주역역세권 원룸수요많은곳 고층전망굿
903,매매,강남구 역삼브라운스톤 101동 중/12,아파트,110000,76/59,급매 갭투자나 실입주가능 정남향  확장형
904,매매,강남구 신동아 1동 고/14,아파트,250000,103/84,"남향, 청담역 역세권, 고층, 입주협의, 귀한매물"
905,매매,강남구 개포한신 6동 고/9,아파트,260000,84/59,26 사업시행인가단계 속도빠른 강남 재건축 조합원매물
906,매매,강남구 테헤란아이파크 102동 저/25,아파트,240000,94/70,"갭투자가능, 입주협의, 도성초, 진선여중학군, 선릉역"
907,매매,강남구 삼성힐스테이트2단지 206동 중/19,아파트,285000,109/84,즉시입주 남향 초역세권
908,매매,강남구 우성7차 114동 중/14,아파트,250000,100/83,"주인거주,올수리,초역세권 ,우수학군"
909,매매,강남구 대치아이파크 102동 저/24,아파트,240000,78/59,   23  올확장  판상형선호구조 학원가인접 입주협의 금액조정가 
910,매매,강남구 역삼우정에쉐르3 1동 저/11,아파트,60000,47/39,월세수익형 아파트입니다.
911,매매,강남구 신동아 707동 중/15,아파트,150000,69/49,"급매,SRT수서 트리플 역세권,수서개발, 신세계입점,입주가능"
912,매매,강남구 현대(도곡현대) 2동 저/15,아파트,220000,102/84,36  정남향 확장된 특올수리 교육환경GOOD
913,매매,강남구 LH강남브리즈힐 405동 저/8,아파트,142000,116/84,"급매, 조용하고 예쁜집. 공동중개X"
914,매매,강남구 역삼하나빌 1동 고/15,아파트,95000,67/50,-
915,매매,강남구 아카데미스위트 A동 저/51,아파트,230000,165/122,50.구조가아름다운집.갭투자.최고의인프라
916,매매,강남구 아카데미스위트 A동 중/51,아파트,170000,112/83,34.내부상태최상.전망좋은집
917,매매,강남구 대치대우아이빌명문가 1동 고/11,아파트,30000,41/33,명문가에서 제일로얄 방향입니다.
918,매매,강남구 래미안라클래시 107동 고/28,아파트,260000,84/59,"청담역 바로앞 신축, 에어컨빌트인, 로얄층, 입주가능"
919,매매,강남구 청담휴먼스타빌 1동 고/27,아파트,85000,48/35,올 리모델링되어 내부 깨끗합니다
920,매매,강남구 래미안블레스티지 202동 고/22,아파트,230000,80/59,"25,인기동,개일초,최고급 커뮤니티  "
921,매매,강남구 대치삼성1차 103동 고/24,아파트,295000,124/97,38  직매물 아주귀한매물 로얄층 방2확장 채광조망굿 추천합니다
922,매매,강남구 동부센트레빌 1동 중/21,아파트,185000,77/59,입주매물 갭투자가능 도성초 진선여중고 선능역초역세권
923,매매,강남구 개포래미안포레스트 130동 중/19,아파트,230000,86/59,대모산 뷰가 그림같은 세대입니다
924,매매,강남구 강남한신휴플러스6단지 605동 1/9,아파트,175000,119/84,"아이들맘껏뛸수있는일층,정원같은조경."
925,매매,강남구 세곡푸르지오 208동 저/15,아파트,158000,80/59,"입주가능, 공원이 예쁘게 보이는 뷰.투자가치좋음"
926,매매,강남구 강남한신휴플러스6단지 606동 10/10,아파트,183000,119/84,입주와투자가능.집상태최상.
927,매매,강남구 개포래미안포레스트 114동 13/35,아파트,230000,86/59,"26,로얄동,구룡초,숲세권,커뮤니티센터 인접,조중식 서비스 제공"
928,매매,강남구 강남한양수자인 409동 3/10,아파트,220000,136/101,"공원조망,조용하고쾌적"
929,매매,강남구 개포한신 3동 중/9,아파트,230000,73/52,-
930,매매,강남구 청담래미안로이뷰 101동 중/16,아파트,300000,136/110,"입주일 협의, 저평가 된 청담동 실입주 매매"
931,매매,강남구 아크로빌 B동 고/5,아파트,180000,112/97,방4화2올수리 I 단대부중 I 역세권학원가바로앞
932,매매,강남구 래미안도곡카운티 102동 중/20,아파트,240000,81/59,24 직접 전세안고매매 집컨디션특A
933,매매,강남구 도곡렉슬 103동 중/23,아파트,240000,86/59,26  확장. 내부수리. 전망.채광굿. 초품아. 세안고
934,매매,강남구 강남한양수자인 415동 7/10,아파트,210000,135/101,버스정류장 가까움 입주가능 갭투자가능
935,매매,강남구 테헤란아이파크 102동 중/25,아파트,250000,94/70,"남향 확장 전세안고, 도성초 진선 선릉초역세권"
936,매매,강남구 역삼푸르지오 107동 중/15,아파트,290000,104/84,실매물.입주가 로얄동층.방확장.도성초.역삼중 밝고 깨끗함.역세권.
937,매매,강남구 현대 101동 7/19,아파트,171000,83/59,내부께끗 조용한단지 학군최고 
938,매매,강남구 현대 101동 13/15,아파트,210000,101/84,오래전올수리 입주가능
